feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,Genre
-115.90074,57.05555,29.0271,16.506767,14.340529,5.3392367,2.8414018,4.1576147,1.371498,7.3431096,-0.009277579,3.5670168,2.5874708,0.06056551,0.006149061,-0.0102231745,-0.007670271,-0.01571472,0.012305726,0.010302556,-0.0025718254,-0.006911426,-0.005943558,0.0025104398,0.006208602,0.0004957919,-0.012885646,0.011058179,-0.0035015177,0.0016180364,-0.00059202383,0.0044523226,-0.004152216,0.0028499516,0.0025867028,-0.007064137,-0.002668314,6.0637423e-05,0.0020418053,pop
-107.66304,63.64732,-7.313479,11.109321,5.7091813,6.1982617,0.07210683,5.744212,1.517188,0.2859147,-3.4988022,3.5392475,1.7619733,0.029691799,-0.024431469,0.0060152235,0.006932735,0.0032752496,-0.015640618,-0.026120689,-0.008079702,0.0027484894,0.0056923716,0.0027815986,0.014998053,0.003195902,-0.009471938,-0.0014137792,0.00024902204,0.002005308,0.0033429614,0.00010470466,0.00062432577,0.0027502049,0.002836445,-0.00029388242,-0.0013937356,-0.001530515,-0.0012153323,pop
-59.10597,41.69936,6.722192,7.7723894,3.2529678,1.5856103,2.6568902,1.5011148,4.343752,2.711793,2.1982853,1.9124224,2.3455775,0.05185523,-0.013022644,0.004546537,-0.0075255893,0.003865288,0.002974594,-0.0014024065,0.0026816633,-0.0035744382,-0.008526738,-0.004485716,-0.0015141864,-0.0030161447,-0.03384168,-0.0034567828,-0.003460415,-0.008026407,-0.0025518537,0.0048655956,0.0015733779,0.0013893225,0.0024622716,0.0057333056,0.0051808325,-1.1461747e-05,0.00042269492,pop
-85.0153,36.136093,11.147716,12.734166,4.1257863,2.6976812,3.605514,1.5470395,5.254254,1.7168143,-0.45831066,0.5087983,0.32813245,0.034800436,0.03258484,-0.0012824294,-0.0054379674,-0.00290698,0.02005602,-0.0015154519,0.0063742986,-0.0041407505,0.0026548004,-0.0031638152,-0.0043318095,0.0013474879,-0.02445929,0.0050471327,0.0005803042,-0.0006297433,-0.0023525974,-0.0057647075,0.003928764,-0.0056196097,0.0017159684,-0.0015819961,0.0021881887,0.0058403406,0.00046960788,pop
-61.267826,47.54476,2.7134182,10.890871,2.9242206,1.5277928,-1.7847763,3.4440632,-0.48355478,4.8181324,-2.9999924,-0.9452214,0.30880404,0.0029551499,0.032124624,-0.0005103854,0.00039675506,0.00020925222,0.0019467458,-0.00063476944,-0.007263319,-0.0060342224,-0.00051456795,-0.003669596,0.0017903792,0.003331821,0.00593938,-0.00576917,0.007295477,-0.005152512,-0.0028238841,-0.0006677449,0.00045658983,-0.0003112717,0.0018320814,0.00017035643,-0.0028625203,-0.0016436238,0.00042646556,pop
-59.088238,41.108234,17.352213,5.101686,8.153888,3.4170964,4.2847877,2.002775,3.986998,4.7784333,-2.284205,-0.33335343,-0.19624686,0.072520494,-0.026555628,-0.01218451,0.029407483,-0.0024225186,-0.005872193,-0.0028697732,0.015376342,-0.0006052221,-0.009262886,-0.00091930147,0.005219877,-0.001052606,-0.0026753566,0.0150107,-0.020576188,0.0045037186,0.0001910321,-0.007483053,-0.00080490555,0.00091781677,0.0027033666,0.002515492,-0.00052089244,-0.0021658884,-0.0024284734,pop
-43.943596,45.869503,0.6353121,4.1505456,0.66400075,2.0137422,0.9802712,-3.6009183,0.56506246,-0.66959673,-3.474846,0.22513121,-0.7043088,0.018219313,-0.0016481586,-0.018007595,-0.021282742,-0.009252683,0.008762603,-5.3495743e-05,-0.004046667,-0.009596228,0.0043733697,0.005758039,-0.00881252,-0.011993293,0.009159891,-0.012737749,0.01785194,0.0011504391,0.0011253429,-0.009727612,-0.0035630688,0.005493354,-0.0020502445,0.0014490441,0.003707062,-0.00023033291,-0.0009161235,pop
-25.162313,37.69226,-1.8888352,2.8265932,3.8261077,-0.8630979,2.1233287,0.9282253,2.7227757,1.749469,-0.18890417,1.6340611,1.2437961,-0.050375383,0.02517376,0.013793901,0.011285078,-0.0030240216,0.0023997915,-0.0054231016,0.005370557,0.0066798157,0.0063252314,0.007970309,0.005656036,0.011475971,-0.035784986,0.030597817,-0.0013741241,0.005612182,-0.002131865,-0.0033610624,0.00021529732,-0.008120548,-0.00011596768,0.0015118483,-0.00042467585,0.0006602181,0.001024001,pop
-47.494072,33.701324,-0.70849824,8.299625,1.7682899,3.1723704,1.8958716,2.2556252,2.032187,1.6513366,1.2471564,1.9285308,2.8834543,0.18925308,0.00825055,-0.038042944,-0.023766791,-0.001847515,-0.013088436,-0.013401102,-0.0014871131,-0.0032311776,-0.008493857,-0.0040767104,-0.0066571776,-0.003353962,0.0049543213,0.016794132,-0.0025915853,-0.00032115387,-0.00024193714,-0.0016862666,0.0022146795,0.00043013532,-0.002646515,-0.0020841085,-0.004608066,-0.0022847683,-0.0016889598,pop
-59.102856,41.70036,6.684286,7.772341,3.2841623,1.6190553,2.6816013,1.5201817,4.331558,2.7444425,2.175427,1.9058981,2.3746972,0.05443783,-0.010242244,0.0038828978,0.0026681595,0.0048345323,-0.0032235018,-0.0031391978,0.0034053624,-0.0018553778,-0.010496744,-0.008713769,-0.000888681,-0.003158378,-0.008568574,-0.0072717643,0.005535768,-0.0015007888,-0.0016325422,0.0016985956,0.004331198,0.004348987,0.000477484,-0.0033767421,-0.0025500325,0.0017905792,-0.00074081135,pop
-57.767776,36.017113,12.880168,6.382052,5.3885927,3.241586,3.706876,-1.4314718,3.598646,2.3583517,-1.3352945,0.77523494,-1.1870524,0.068464905,0.035914887,-0.027894426,0.0025394482,-0.011791993,0.0015759759,0.0005933119,0.008082583,0.0024717248,-0.009878114,-0.0009436773,-0.006800303,-0.009049247,-0.01342372,0.016686603,-0.012183134,-0.003771626,-0.009085049,0.0022045847,-0.00434396,-6.264895e-06,0.0044913995,-0.00075213297,-0.0027554275,0.0010729255,-0.0015155956,pop
-54.675484,40.31615,4.404626,4.572167,3.8587682,2.4976747,4.0431066,1.6122333,5.402,4.039787,0.3667819,0.4075626,0.95300055,-0.05061292,0.0101898275,-0.007541605,-0.0075911223,-0.007196223,-0.0018739376,0.002201816,0.0038182642,0.00544843,0.00647278,0.0037215522,0.0051666726,0.005536505,-0.039391223,0.008177748,3.0954954e-05,-0.0038222799,0.00046180314,-0.0011362928,0.004336923,-0.0018715394,-0.001103888,-0.0009689936,-0.00022595978,-0.0028142394,-0.0042031608,pop
-89.27784,54.580265,27.223194,7.579371,7.284466,4.05017,5.0485115,-1.0465852,-0.40204325,1.8756012,-1.3801676,0.63661176,-0.61101633,0.0027949163,-0.010782934,0.002189775,0.01073307,0.007659505,-0.013461019,0.011017559,0.0068246364,0.006017306,0.0020215993,0.00044266347,-0.0052944706,0.0029829915,-0.0040830085,-0.0010848847,0.00046743575,-0.003628297,-0.00063745107,-0.0055064885,-0.008105797,-0.00746196,-0.001694727,0.0002514691,-0.001949292,-0.0029649844,0.0008656878,pop
-69.35097,62.369152,7.362284,-1.6744787,3.2289903,3.0637252,0.48435658,-3.7774312,0.99190784,3.5532305,-2.4972794,-1.8628473,-0.0052272743,0.072317675,0.016872615,-0.018451361,0.0013232478,-0.011045161,0.004822636,0.005973454,-0.0024113024,0.007771711,0.01694449,0.0017247904,-0.003385197,0.00056779763,-0.028732728,0.019740725,-0.017959222,0.0071528996,-0.0015781064,0.0019260399,0.0055181114,-0.00097327406,-0.0008922675,5.1475963e-05,-0.0011123768,0.003628099,0.0020698744,pop
-74.97179,54.326942,6.280056,8.233073,8.296862,5.1106057,3.5514488,0.39303005,4.440867,2.8510425,-0.65985227,-1.0467148,-0.55873996,0.09124182,-0.029009655,0.001517,-0.016259251,-0.008489641,-0.0070549324,0.0048614917,0.013640276,0.0002027572,0.010780052,0.0049630953,0.008204196,0.007828532,-0.05176392,0.01727487,-0.0035252748,0.004401831,-7.928736e-05,-0.0021788212,0.004932298,0.0007670275,0.0057379273,0.00322264,-0.0010529032,0.002451928,-0.0048565245,pop
-57.065823,48.61718,7.429979,6.82909,3.4715135,3.816603,2.313861,2.613417,3.162,1.749955,1.0365069,0.95609885,-1.1435208,0.031448625,-0.00733458,-0.0036397448,-0.0060965656,0.022360532,0.015313615,-0.008969256,-0.01225051,0.0017336549,-0.008707424,-0.0031634402,-0.0052080434,0.005946904,-0.009545681,0.0053257695,-0.00317275,-0.008790962,-0.0005652088,0.0049190247,-0.004848868,0.00012340181,0.0012418053,0.0020563896,-0.0030097275,0.0013775021,0.004212838,pop
-53.31459,48.017963,11.9540415,5.2333302,7.757758,3.9595644,2.7510169,4.4961,1.3758508,2.6983378,-2.0575004,0.19688839,-0.039902974,0.062953316,0.0056604194,0.0046741706,-0.0048292144,0.005555384,-0.005265373,0.0011482391,-0.0014915905,-0.0008255289,0.00299408,0.0025853757,-0.0025637767,0.0018808361,-0.037914183,0.0038071328,0.0041803434,0.001516783,0.004425611,-0.0014953023,-0.00088800245,-0.0032189516,0.0022824518,0.0014317473,-0.0035247367,0.001142019,0.0006835221,pop
-40.14958,46.86986,-3.3426046,-0.8480671,0.17032011,-0.9679262,-0.9413544,0.059293482,0.4666504,0.20720752,-0.98026013,-0.5182654,1.2120016,0.0065991133,-0.0014429048,-0.01027682,-0.018712655,-0.007770658,-0.011123336,-0.0040237666,0.0031796664,0.0022762085,-0.00576778,-0.012585081,-0.0037139293,-0.0013844843,0.028698219,-0.018368907,-0.0056398306,0.00018055865,-0.0038129021,0.002335844,0.0020258569,0.0026033223,-0.0014135295,-0.0019667349,-0.0024232802,0.0015278108,-0.00066237943,pop
-40.688553,45.77635,-3.0312939,-0.8287557,0.28591016,-0.9229034,-0.90554214,0.008721065,0.3648901,0.389297,-1.0282325,-0.44196174,1.152566,-0.022976298,0.011946438,-0.0037331202,-0.017898634,-0.0036566502,-0.013926088,-0.007790817,0.00012387108,0.0023753121,-0.0037817594,-0.013063745,-0.0029743416,0.0011094769,0.03192803,-0.009028635,-0.0066324016,-0.0021290178,-0.0026210307,0.0014436048,0.0035185826,0.0055908174,-0.0005198551,-0.0011357479,-0.0062864,-0.0034822244,-0.0018093757,pop
-96.28504,29.11439,10.978841,6.1537447,9.116098,-0.086511366,0.98043704,-0.806439,1.6406566,0.101679966,0.12166237,0.43911874,1.7307116,-0.010342642,0.009807069,-0.011777179,-0.005674078,-0.0006300741,-0.007053729,0.007533707,0.011422583,4.1765477e-05,-0.0030470332,0.0033939842,0.0076296027,0.0002731624,-0.026591606,0.0046868157,0.0015640392,-0.0021820317,0.002399835,0.0029793025,0.0021868395,-0.008024016,-0.0056404453,-0.0018259522,-0.0022990238,-0.004723498,0.00074957823,pop
-69.6026,46.483456,-6.8661156,4.9559937,-0.17920828,6.935439,1.0502565,-0.2789419,1.6522056,2.0791402,-1.1269526,-1.3596814,1.1046478,-0.0015089798,-0.006882227,0.008506074,0.012189453,0.009685833,-0.0034559811,0.005090605,0.009569114,0.0060825394,-0.002548679,0.0032336765,0.003960935,0.0008499739,-0.014979851,0.0013533811,0.00029213485,0.0030716595,0.00086436694,0.0030830565,0.00016920408,-0.002853901,-0.0014995188,0.0024544206,0.0037560482,0.001233421,0.0012286606,pop
-62.77565,51.087067,14.520457,2.1840599,3.6756966,-0.78784466,-0.5488301,0.3340856,2.959274,0.27470228,-1.8591839,-0.62089485,-0.4133683,0.035306226,-0.017413117,-0.0026784588,0.00078884576,0.0065857815,0.008038322,-0.0034836447,0.012673753,0.015473147,-0.004596172,-0.009249111,-0.007926883,-0.004131224,0.003519167,-0.008317751,0.0060069608,0.0043078936,0.0013429901,0.0028487677,-0.0021581724,0.008468115,-0.0027646676,-0.0055957725,0.0018828568,0.002452108,0.0067673624,pop
-18.379011,43.344463,-4.327335,-1.7422549,1.8695526,1.1254137,2.0991805,2.1426327,3.487906,1.8851734,-0.2974212,-0.424513,1.1479309,0.013997408,-0.011754696,0.0188287,0.009321503,0.011388044,0.0076285796,0.0047334433,0.01131818,0.0028628034,-0.0078028217,9.55238e-05,0.001941717,-0.009319863,-0.038657606,0.011847469,-0.0063259425,-0.0022136066,-0.002761836,0.0029992876,0.0019869762,-0.0027668236,-0.0010558865,0.002935854,-0.0024338292,-0.002062851,-0.004021539,pop
-55.056015,49.434105,11.5097275,8.431341,11.294009,0.17013505,2.593239,-1.4459108,3.48322,2.9199955,0.9301333,2.0561996,3.0886872,0.027069738,-0.0052239853,-0.015238485,-0.017847449,-0.0047138976,0.0074673686,0.0047741504,0.0037001788,-0.0023280722,0.0030721868,0.0007433233,-0.00635412,-0.007456965,0.0100010475,-0.004839273,-0.0016353617,-0.0070500206,0.003396041,0.0069950367,0.0033101814,-0.0031307188,0.00028145415,0.0015880167,0.0009939756,-0.003299521,0.00068103714,pop
-32.63537,38.708824,-0.4278671,6.538947,1.4592476,4.167967,1.0059689,0.8706925,3.7362602,3.238439,2.4133701,1.6508693,2.6002657,-0.021391165,-0.045570623,0.0378658,0.012034802,0.011389659,0.012576122,0.004771793,5.461242e-05,0.0013234344,-0.0030396138,0.0022095742,0.0020729771,0.0038603113,-0.008037822,0.0063913735,-0.0051727146,-0.0021832422,-0.0004482439,-0.0006326682,0.0003556027,-0.0025418494,-0.00021224472,-0.00041099548,0.0023777436,0.0013061352,0.00084861915,pop
-40.231564,39.713276,-0.47531325,7.483127,5.2985168,2.6319523,1.2783943,2.8131363,3.446855,2.692189,2.040261,1.8116395,1.8187255,0.03957292,-0.009257127,-0.0435039,-0.017475266,-0.024071118,-0.022008605,-0.008585709,-0.004563698,-0.016218694,-0.014823557,-0.00614827,-0.00684129,-0.0077346344,0.049994472,0.0032330393,-0.011679545,-0.008674322,-0.0029571133,-0.008477024,-0.0074164486,-0.002923589,-0.0007397952,-0.0017440642,-0.0011872967,-0.0029624344,0.0006402559,pop
-39.53505,34.562817,19.25547,6.2904735,6.8955183,1.0463191,8.112262,-1.4783387,4.277335,4.955443,0.14825596,3.3349934,-0.121289834,0.040133983,-0.00857525,-0.026482519,-0.01598688,-0.002266088,-0.00051363144,0.007831714,-0.002291793,0.0067534065,0.015041304,-0.006276896,-0.005315139,0.0025287003,-0.016538698,-0.0013478026,-0.0010965934,-0.0065577514,0.0025560583,-0.0009251513,-0.002775627,0.00038902197,-0.00015370456,0.0030582803,0.0022399144,0.0016625711,-0.00423964,pop
-66.09472,68.942215,-7.3661838,12.395633,8.447702,-2.2865853,2.4376163,1.0421176,1.5958683,-0.6000661,-2.1478083,2.6671033,1.1972455,0.032197855,0.014703907,-0.016623795,-0.013504943,0.009435607,-0.007163154,0.0014835289,-0.0029643767,-0.0105376495,0.003969587,-0.0037460215,-4.9773244e-05,0.010411969,-0.008458162,-0.010443498,0.008316904,0.00023914398,-0.0025014775,0.002968821,0.0023082113,-0.0025221843,-0.002890438,-0.0011236891,0.0005661715,-0.00041856235,0.0006503573,pop
-134.65778,67.19115,14.015247,5.215055,6.9063616,2.580911,-4.071786,6.321491,-6.3435874,0.6647018,4.816847,-2.2427177,1.2014238,0.04727036,0.009027518,-0.013349174,0.004247335,0.0068737804,-0.0017587384,-0.012515845,-0.0015766751,0.0045599234,0.012554322,0.012782507,-0.004876777,0.005458696,-0.0033375875,-0.0031144654,0.004084526,-0.0023069456,-0.008481994,0.00019733867,0.00051692134,-0.0033455666,0.0002714874,0.003021023,0.0008025308,0.0008822435,0.0044709803,pop
-49.402634,43.15195,1.2363002,12.796679,7.316861,1.205698,6.2065964,1.1338868,2.3320665,2.9141302,-0.678909,1.903193,-0.10639636,0.023274517,0.0654617,-0.035139035,-0.01887197,-0.002280052,0.00474893,0.008286384,0.0023026727,0.0068913917,0.011269506,-0.00051532156,0.0007692563,0.004424554,-0.047863398,-0.009381701,0.00821592,0.0031944565,-0.0039872034,0.0010707881,-0.0009491497,0.0011825679,-0.0018003236,-0.0028988456,-0.0036811468,-0.0027962225,0.0007297252,pop
-59.58993,43.505,4.6362414,18.076256,3.8829038,8.750908,5.050676,6.624774,0.31992963,5.8658257,2.5272577,1.2364178,1.9429934,-0.002591392,0.0032549074,-0.024047974,0.015496314,0.014259854,-0.012052747,-0.014042651,-0.0045043943,-0.0003282336,0.0026725258,-0.0025823775,-0.0038955554,-0.009035215,0.0035062993,-2.5510972e-05,0.004441537,0.00012627186,0.002600289,0.008121723,0.00086216733,-0.004562023,-0.0027347698,-0.0008633614,0.0026503853,0.0022126741,-0.0013833434,pop
-58.709843,36.19916,-2.259255,12.854323,6.459451,3.0368075,8.3438225,0.7577037,4.956854,4.7433453,1.4264264,1.58249,2.1436224,-0.050467458,0.008685108,0.024249086,-0.015583036,0.0066540334,-0.0015957726,0.0067449245,-0.0037914845,0.0072805076,-0.0042895125,-2.003767e-05,0.0032989983,0.002387735,-0.008582015,-0.0073493593,0.021246953,-0.0015833686,0.004545212,-0.0035230985,-0.0050772405,0.0021301094,0.0013300707,-0.0031230098,-0.0026645032,-0.0031581966,-0.0042114817,pop
-71.04424,52.260815,7.164174,5.351767,6.350573,-0.7457875,6.716291,-0.53632957,2.1224875,2.0065837,-0.47526193,-0.67533076,-0.78246623,0.017221278,0.008515729,-0.005968454,-0.016377784,0.004789577,-0.009915049,-0.008880999,-0.01672512,-0.013728644,-0.0046262858,0.00026248538,-0.017922536,-0.019305121,-0.016699983,0.0097166095,-0.0015545444,-0.0131360395,-0.002147738,0.0021540076,-0.006173863,-0.0050449218,0.00072178134,0.0058905683,0.0022052496,0.0003621369,0.0016295853,pop
-71.05354,52.37404,7.256404,5.2036977,6.5514154,-0.9057829,6.9898777,-0.5453858,2.2083604,2.131744,-0.5721904,-0.50818455,-0.81783795,0.06389454,-0.01471978,-0.03670858,0.010658877,0.0029426008,-0.00052744534,0.0026790106,0.0025711856,0.0010519183,0.0077505023,-0.001346389,0.005895141,0.0038426537,0.01564175,-0.003917321,-0.0064912266,0.001028195,-0.009963454,-0.01048721,-0.0046180426,-0.0073452196,-0.0090050185,-0.0025558213,-0.0024762033,-0.003237447,-0.006290114,pop
-56.9658,44.143284,6.439769,4.5918756,6.474701,4.249168,5.88147,0.26655436,5.6289406,1.6872824,2.6623228,-0.25477245,1.017151,-0.021028606,0.008998098,0.011999169,0.0067407177,0.011433819,0.015342708,-0.011723017,-0.01618156,-0.013300278,0.0014080291,-0.003521162,-0.00073213386,0.002091339,0.041643463,-0.011180146,0.010053596,-0.010757637,-0.004149793,0.0042832787,0.0043149428,0.00016752473,0.00080906803,0.0012744048,-4.2365027e-05,-0.003025967,-0.0019579008,pop
-61.49998,29.266848,4.6896577,0.34775206,6.1963816,4.421961,7.8843837,0.1344261,5.898161,3.8426933,-0.02161126,1.2919897,5.58217,0.021537602,-0.009172755,0.012299046,-0.007227,0.010587746,0.0046089687,0.007516736,-0.010156512,0.0006817156,-0.0050524925,-0.0059161987,0.0032488552,0.0058050444,-0.00886595,0.009756604,0.0116353175,0.009537468,0.003854346,0.0043935166,0.001298508,0.0026922398,0.00057100307,-0.0047411732,-0.00033045368,0.00314352,0.003928198,pop
-121.37374,68.053276,15.790167,12.773813,7.101648,-2.132304,6.0133653,-0.8307278,1.0652457,3.1380694,-5.4198446,-0.8758578,1.770262,0.026385048,-0.016469002,-0.013535178,0.010726538,-0.0034994152,-0.0045701438,0.0058258837,-0.008940284,0.017259978,0.00091835664,-0.011089688,0.005645839,-0.0021200762,-0.006545495,-0.0016776461,-0.0017237891,-0.0047397977,-0.0045501813,-0.0025440168,-0.0040924214,-0.0005085385,-0.0043656295,-0.0030496824,0.0038427392,-0.00059306476,-0.0034206698,pop
-74.18938,44.24766,12.668421,13.64503,6.7585177,1.7557853,9.07069,0.35491458,2.1256483,2.154788,1.5642736,2.4548225,1.6611462,0.05383128,0.01783966,-0.02282145,-0.030816125,-0.0027293605,-0.013679903,-0.008951068,-0.009476928,-0.0097098695,0.0048461272,0.0002706189,-0.0014897012,-0.0012690474,-0.03354542,-0.008499073,0.004649169,0.0031405056,-0.014906149,0.008280209,-0.002338753,-0.0004465564,0.0010524547,-0.001716232,0.00060153066,-0.0009374966,0.00056462426,pop
